,Year,Percentage,Change
0,2013,15.026220283878725,
1,2014,15.085999289890974,0.05977900601224917
2,2015,16.924633763391963,1.8386344735009885
3,2016,18.331767597945692,1.4071338345537292
4,2017,19.0005727822261,0.6688051842804086
5,2018,19.531555730497928,0.5309829482718271
6,2019,21.996836076142415,2.465280345644487
7,2020,20.2888244513042,-1.708011624838214
8,2021,22.399419053619752,2.110594602315551
9,2022,23.45116985446176,1.051750800842008
